# Ensemble Comparison Report (threshold = 0.02)
# Format: SMILES	Classical	Hybrid	Ensemble	(Ensemble - Classical)	(Ensemble - Hybrid)
O=c1oc2ccc(O)cc2s1	0.8353	0.8548	0.8660	+0.0308	+0.0112
CCN(S)C(=O)Nc1cnc2ccc(NCCOC)nc2n1	0.8788	0.8859	0.8910	+0.0122	+0.0051
O=C1OC(=O)C2=C1CC=CC2	0.7688	0.8159	0.8134	+0.0446	-0.0026
CN(C)c1ccc(-c2cnc(-c3ccc(C(=O)ON4C(=O)CCC4=O)cc3)o2)cc1	0.8399	0.8839	0.8724	+0.0325	-0.0115
CC(O)C1=C(C2CCS(=O)(=O)CC2)N=C2C(c3cnc4ccccc4c3)C(C)NN2C1N	0.8149	0.8319	0.8348	+0.0199	+0.0030
CN(C)c1ccccc1N	0.8582	0.8672	0.8778	+0.0195	+0.0106
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1	0.9569	0.9333	0.9520	-0.0050	+0.0186
c1ccc(C2=NCCN=C2c2ccccc2)cc1	0.7583	0.8128	0.8045	+0.0463	-0.0083
Cc1ccc(Cc2ccc(C(=O)On3c(O)ccc3O)cc2)cc1	0.8038	0.6942	0.7675	-0.0364	+0.0732
O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(c2c[nH]c3ccccc23)CC1	0.9193	0.9264	0.9378	+0.0185	+0.0114
CCCOS(=O)(=O)OCCC	0.8953	0.8332	0.8774	-0.0179	+0.0442
COc1ccc(C(=O)Nc2cccc(Cn3ccnc3C(C)C)c2)c(OC)c1OC	0.9268	0.9438	0.9413	+0.0145	-0.0024
C=CC1N=C(N)C(N(C)C)=CC(C)C1CC	0.9024	0.9020	0.9140	+0.0116	+0.0120
CCOc1ccc(-c2nc3c(c(=N)[nH]2)c(=O)oc2ccccc23)cc1OCC	0.9331	0.9210	0.9332	+0.0000	+0.0122
CCOC(=O)COc1c(C)cccc1C(=O)c1ccc(Cl)cc1	0.9247	0.9611	0.9550	+0.0303	-0.0061
FC(F)(F)Oc1ccc(Oc2ccncc2CCl)cc1	0.9469	0.9461	0.9568	+0.0099	+0.0107
CCOC(=O)c1cc2ccc([N+](=O)[O-])cc2[nH]1	0.9456	0.9553	0.9577	+0.0121	+0.0024
COc1cc(C=C2C(=O)N(c3cccc(C)c3)C(=O)N(c3cccc4ccccc34)C2=O)cc(Br)c1O	0.8717	0.8697	0.8785	+0.0068	+0.0088
Cc1nsc(NCCc2cccnc2)c1C#N	0.9336	0.9244	0.9376	+0.0039	+0.0132
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(C(=O)Nc3ccccc3)cc2)CC1	0.8822	0.8966	0.9014	+0.0192	+0.0048
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NCC#CCOc1cccc2cccnc12	0.9165	0.9385	0.9351	+0.0186	-0.0034
CN(C)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1	0.9574	0.9406	0.9550	-0.0024	+0.0144
COc1ccc(NC(=O)c2ccc(OCc3c(C)noc3C)c(OC)c2)cc1Cl	0.9607	0.9762	0.9727	+0.0120	-0.0035
C=C(C)C(=O)OC(COC(=O)C=CC(=O)O)OC(=O)C=CC(=O)O	0.8733	0.8514	0.8672	-0.0060	+0.0158
CC1CCC(Nc2snc3ccccc23)CC1C	0.8818	0.8377	0.8694	-0.0124	+0.0316
Cc1nc2c(NCCc3ccc(NC(=O)Nc4ccccc4)cc3)ncnc2o1	0.9545	0.9320	0.9503	-0.0042	+0.0183
Cc1ccc(C(=O)N2CCCCC2)cc1Nc1ncc(Cl)c(NCc2cccnc2N(C)S(C)(=O)=O)n1	0.9214	0.8967	0.9183	-0.0031	+0.0216
O=C(O)CCI	0.9323	0.9238	0.9380	+0.0057	+0.0143
CC(C)(C)c1ccc(-c2cc3c4c(cccc4n2)-c2ccccc2-3)cc1	0.9357	0.9539	0.9571	+0.0214	+0.0032
CN(C)C(=O)N(C)C	0.8236	0.8548	0.8656	+0.0420	+0.0108
C/C=C/c1ccc2nc3ccccc3c(N)c2c1	0.8736	0.8696	0.8903	+0.0167	+0.0208
Nc1ccc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1	0.9516	0.9346	0.9483	-0.0034	+0.0136
Nc1cc(Cl)nc(NCCn2ccnc2)c1	0.9130	0.9140	0.9175	+0.0045	+0.0035
BrCC1OCCO1	0.9371	0.9272	0.9395	+0.0024	+0.0123
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl	0.7154	0.7749	0.7541	+0.0387	-0.0208
Cc1ccc(Br)c2cc(C=O)sc12	0.8669	0.8695	0.8768	+0.0098	+0.0073
O=C(OC(=O)N1CCCCC1)OC(=O)N1CCCCC1	0.6511	0.7484	0.7074	+0.0563	-0.0410
O=C1CCNCC1	0.8317	0.8309	0.8481	+0.0163	+0.0172
Cn1ncc(F)c1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2nccs2)cc1F	0.9587	0.9735	0.9722	+0.0135	-0.0013
Cc1ccncc1Oc1ccc(F)cc1	0.9452	0.9443	0.9539	+0.0087	+0.0096
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21	0.8386	0.8026	0.8293	-0.0092	+0.0267
OCC1CO1	0.9253	0.9129	0.9262	+0.0009	+0.0134
Cc1cccc(C(=O)Nc2ccc(OCc3cc(C(=O)NCC4CCCCC4)no3)cc2)c1	0.9252	0.9578	0.9486	+0.0234	-0.0092
CN1C(=O)CC(=O)N(C)C1=O	0.6676	0.5312	0.6160	-0.0516	+0.0848
N#CC(C#N)=CCC1CCCC1	0.8612	0.8181	0.8611	-0.0001	+0.0431
O=S1CCC2NC=CC=C21	0.7530	0.7363	0.7574	+0.0044	+0.0211
COC(=O)N1CC2CCC(CNCc3ccccc3OC)CC2CC1C(=O)O	0.8859	0.9301	0.9158	+0.0299	-0.0143
COc1cccc(C(=O)Nc2c3c(nn2-c2ccc(F)cc2)CS(=O)(=O)C3)c1	0.9281	0.9310	0.9330	+0.0050	+0.0020
CCCn1ncc2ccc(CCNCC3CC3)cc21	0.8604	0.9229	0.9062	+0.0457	-0.0167
Cc1ccc(NCCNc2ccc(Oc3ccccc3)cc2)c(C)c1	0.9108	0.9480	0.9395	+0.0287	-0.0085
CSCC(C)CNc1ccnc2c(N)cccc12	0.9105	0.9126	0.9170	+0.0065	+0.0044
Cc1ccc(NCc2ccco2)cc1	0.9005	0.9188	0.9191	+0.0187	+0.0004
CCc1cc2c(OC(=O)Nc3c(Cl)cc(C#N)cc3Cl)cnc(OC(F)F)c2o1	0.8484	0.8295	0.8513	+0.0029	+0.0218
C#Cc1ccc2nc(Nc3cc(OC4CCN(C)C4)cc(C4C=NN(C)C4)c3)ncc2c1	0.9480	0.9523	0.9575	+0.0095	+0.0053
CC(C)CCOc1ccc(C(=O)NC(=S)NC2CCC(C(C)(C)C)CC2)cc1Br	0.8018	0.8988	0.8569	+0.0551	-0.0419
COc1c(F)c(F)cc(F)c1F	0.8944	0.8955	0.9069	+0.0124	+0.0114
Cc1ccc(Cn2cc(Br)c(NC(=O)c3cc(C(F)(F)F)nn3C)n2)cc1	0.8991	0.9095	0.9115	+0.0125	+0.0021
COC(=O)c1cc2c(cc1S(=O)(=O)N(C)C(=O)OC)OCO2	0.8188	0.8055	0.8276	+0.0088	+0.0221
Nc1c(Br)cc(OC(F)(F)F)cc1Br	0.9044	0.8999	0.9091	+0.0047	+0.0092
c1ccc(C2CN(c3ccccc3)CO2)cc1	0.9031	0.8832	0.9034	+0.0003	+0.0202
Brc1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1	0.9065	0.9240	0.9260	+0.0196	+0.0021
CC(C)c1ccc(C(N)CNC(=O)c2cnns2)cc1	0.9205	0.8893	0.9189	-0.0016	+0.0296
COCCCN=C=S	0.9512	0.9204	0.9531	+0.0019	+0.0327
O=c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	0.4475	0.5265	0.5108	+0.0633	-0.0158
O=C(O)c1ccc2c(c1)OCCO2	0.9506	0.9552	0.9609	+0.0104	+0.0057
O=C(O)C(F)(F)c1ccccc1	0.8291	0.8606	0.8521	+0.0230	-0.0085
CCOC(=O)c1cccc(N)n1	0.8829	0.8895	0.8963	+0.0134	+0.0067
CCC(NC(=O)c1cc(F)c(F)cc1S(=O)(=O)Cl)C(C)C	0.9149	0.8877	0.9075	-0.0074	+0.0198
OC(=NC1COC(O)=N1)OCc1ccccc1	0.8789	0.8012	0.8531	-0.0258	+0.0520
NC(=O)c1ccccc1Oc1ccc(CNCCc2cccc(Cl)c2)cc1	0.9307	0.9060	0.9228	-0.0079	+0.0169
CC(C)c1c(N)c2cnc(NC3CCC(C(=O)N4CCC(O)CC4)CC3)nc2n(C2=CC=C2)c1=O	0.9450	0.8862	0.9303	-0.0147	+0.0441
CN1CCC(C(=O)N2Cc3c(NC(=O)c4ccccc4C4CCC4)n[nH]c3C2(C)C)CC1	0.8649	0.8808	0.8768	+0.0119	-0.0040
CCC[Si](Cl)(Cl)Cl	0.9297	0.9190	0.9366	+0.0069	+0.0176
O=C(O)c1ccc(Oc2ccccc2Br)o1	0.8799	0.9055	0.9044	+0.0244	-0.0011
Cc1cccc(C2CCCN2C(=O)NC2CCC(=O)N(C)C2)c1C	0.8590	0.9083	0.8898	+0.0308	-0.0184
CC(C)(C)NC(=O)C1=COCCN1C(=O)OC(C)(C)C	0.9306	0.9195	0.9309	+0.0002	+0.0114
C=CCC(C)(O)CC=C	0.9581	0.9436	0.9610	+0.0029	+0.0173
CCN(Cc1ccccc1Oc1ccc(OC)cc1)C1CCN(c2ncccc2C(=O)OC(C)C)C1	0.8563	0.8929	0.8796	+0.0233	-0.0134
CCOC(=O)C1(C(=O)OCC)CC1	0.9075	0.9506	0.9355	+0.0280	-0.0151
CC(=O)N(C(C)=O)c1ccc(I)cc1	0.8868	0.8582	0.8895	+0.0026	+0.0313
COc1ccccc1Nc1cc(N2CCCC(C)C2)nc(C)n1	0.9606	0.9504	0.9598	-0.0008	+0.0094
COc1cc(NC(=O)c2ccc3c(c2)C(=O)N(Cc2ccccc2)C3=O)c(C(=O)O)cc1OC	0.9325	0.9487	0.9491	+0.0165	+0.0004
O=C(O)c1ccc(I)cc1	0.9205	0.9378	0.9428	+0.0223	+0.0050
CCOC(=O)C(C#N)c1nncc2ccccc12	0.9024	0.9067	0.9122	+0.0098	+0.0054
CN(O)C(=O)c1cc2c(CN3CCC(O)C3)cn(Cc3ccc(F)cc3)c2cn1	0.8562	0.8012	0.8329	-0.0234	+0.0317
CC1(c2ccccc2)OC1C(=N)O	0.8352	0.8148	0.8363	+0.0010	+0.0215
CCCOC(=O)c1c(NC(=O)c2cnn3c(C(F)F)cc(C)nc23)sc(C(N)=O)c1C	0.9497	0.9632	0.9645	+0.0148	+0.0013
CNc1ccnc(Nc2ccc(OC)c(OCC3CCCN(C)C3)c2)n1	0.9687	0.9627	0.9692	+0.0005	+0.0065
O=C(O)C1=C(Cc2ccccc2)CCC1	0.9167	0.8780	0.9057	-0.0110	+0.0277
CC1CCc2onc(C(=O)Nc3ccc(F)cc3)c2C1	0.9171	0.9058	0.9249	+0.0078	+0.0191
COc1cccc(Oc2ccnc(-c3cccc(C(=O)Nc4ccc(C)c(Cl)c4)c3)n2)c1	0.9491	0.9563	0.9563	+0.0072	-0.0000
CCOc1ccc(COC2C(C(O)CO)OC3OC(C)(C)OC32)cc1	0.9367	0.9560	0.9587	+0.0220	+0.0027
Cc1cccc(C(=O)NC(C)(Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CCCCC2)n1	0.9207	0.8961	0.9239	+0.0033	+0.0279
CCC1(CC)C=NC(c2ccccc2)CC=CCCC=CC1	0.7285	0.7151	0.7406	+0.0120	+0.0254
COc1c(C)cc(C)cc1C(O)=C1C(=O)C(=O)N(c2ccc(OC(C)C)cc2)C1c1ccco1	0.9651	0.9370	0.9615	-0.0036	+0.0245
CC1(C)CC2(CC(C)(C)c3cc(O)c(O)cc3O2)Oc2cc(O)c(O)cc21	0.6952	0.8250	0.7638	+0.0685	-0.0612
Cc1ccccc1CSc1cn(CC(=O)N2CCCC2)c2ccccc12	0.8932	0.9228	0.9173	+0.0241	-0.0055
O=C1NC(=O)C2CC(S(=O)(=O)Cl)CCC2N1	0.8810	0.9023	0.9131	+0.0321	+0.0109
CCO[Si](CC)(OCC)OCC	0.9371	0.9618	0.9617	+0.0246	-0.0001
CCOc1cc(C=NNC(=O)c2ccc(C#N)cc2F)cc(Br)c1OCc1ccccc1C#N	0.9612	0.9510	0.9613	+0.0001	+0.0102
N#CC(C(=O)c1cnc(OCC2CC2)cn1)c1cnc2ccccc2n1	0.8284	0.8062	0.8321	+0.0037	+0.0260
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)NCCCCOC(=O)N=C(N)N=C(N)N(C)C	0.8783	0.9024	0.9057	+0.0275	+0.0034
Nc1ccc(F)cc1C(=O)c1cccc2cnccc12	0.9199	0.8961	0.9206	+0.0006	+0.0245
O=C(ON1C(=O)CCC1=O)c1cc2nc(c1)-c1cc(C(=O)ON3C(=O)CCC3=O)cc(n1)CN1Cc3cccc(n3)-c3cccc(n3)CN(Cc3cccc(n3)-c3cccc(n3)C1)C2	0.7741	0.8767	0.8347	+0.0605	-0.0420
CCOC(=O)CC(C)O	0.9887	0.9879	0.9907	+0.0020	+0.0028
CCOC(=O)C(N)=C(C#N)C#N	0.8327	0.8526	0.8515	+0.0188	-0.0011
OC[C@H]1O[C@@H](n2cnc3c(NCc4ccco4)ncnc32)[C@H](O)[C@@H]1O	0.9543	0.9550	0.9625	+0.0083	+0.0075
CN(CCCC(=O)O)C(=O)NC1CCCCC1O	0.9554	0.9555	0.9608	+0.0054	+0.0053
NC(=O)c1cccs1	0.7432	0.8105	0.7889	+0.0457	-0.0216
CN1C(=O)C(CC(=O)c2ccccc2)c2ccccc21	0.9645	0.9490	0.9648	+0.0003	+0.0158
CC(C)(C)OC(=N)C(Cl)(Cl)Cl	0.8628	0.7536	0.8388	-0.0240	+0.0851
CCCCCCCc1ccc(N=Nc2ccc(C#N)cc2)cc1	0.9599	0.9564	0.9667	+0.0067	+0.0102
Cc1ccccc1Oc1ccc2nc(CO)n(C)c2c1	0.9354	0.9596	0.9555	+0.0202	-0.0041
CCC1=C(O)C(=O)C(CC)=C2CC3(CC)COc4c(CC)c(O)c(CC)c(CC)c4C3=C12	0.6986	0.7412	0.7299	+0.0313	-0.0113
Cc1ccc2cc3ccccc3cc2c1	0.9315	0.9417	0.9450	+0.0135	+0.0032
CCOc1ncccc1C(=O)N1CCCC(c2nc(Nc3ccccc3)n3ccsc23)C1	0.8843	0.9324	0.9185	+0.0342	-0.0139
CCCCN=C(O)Oc1ccc(Cl)cc1	0.9534	0.9185	0.9429	-0.0105	+0.0244
COC(=O)C(CC(C)C)n1cnc2cccc(C(=O)O)c21	0.8879	0.9114	0.9081	+0.0202	-0.0033
COc1cccc(NC(=S)N=C(Nc2ccccc2)c2ccc(C)cc2)c1	0.9328	0.9330	0.9389	+0.0062	+0.0060
CCOC(=O)C1=CC=CC(O)C1NC(=O)OC(C)(C)C	0.9058	0.9075	0.9111	+0.0052	+0.0036
CC(C)c1ccc2[nH]ncc2c1C(C)C	0.8863	0.8575	0.8844	-0.0020	+0.0269
[O-][n+]1c2ccc(Cl)cc2nc2ccc(Cl)cc21	0.9485	0.9441	0.9556	+0.0071	+0.0115
N#Cc1nc(-c2ccccc2)oc1NN=Cc1ccc(Cl)cc1	0.8130	0.8416	0.8330	+0.0200	-0.0086
O=C(NCc1cccnc1)C1CCCN(S(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)C1	0.9473	0.9393	0.9491	+0.0018	+0.0097
CC(C)N(C1=NSN=C(Cl)C1=C(C#N)C#N)C(C)C	0.7164	0.8368	0.7904	+0.0741	-0.0464
O=CC1CC=CCC1	0.8209	0.9216	0.8879	+0.0671	-0.0337
CC(C)(O)c1ccc(-c2ccccc2)cc1	0.9282	0.9019	0.9234	-0.0048	+0.0215
CCc1ccc(OCC(C)C)c(C=CC(=O)c2c(OCC(C)C)ccc(OCC(C)C)c2OCC(C)C)c1	0.8444	0.8856	0.8783	+0.0339	-0.0072
Cc1nc(-c2ccccc2)cc2nnc(SC(C)C(=O)Nc3ccc(F)cc3)n12	0.9438	0.9240	0.9450	+0.0013	+0.0211
COc1cc(C(C)(C)C)ccc1NC(=O)c1cc(C)ccc1Cl	0.9292	0.9379	0.9405	+0.0113	+0.0026
CN1CCN(c2cc3nc(-c4c5cccccc-5[nH]c4=O)[nH]c3cc2F)CC1	0.8603	0.9048	0.8900	+0.0297	-0.0148
CC(C)CC(NCc1cccc2cccnc12)C(=O)O	0.9138	0.8695	0.8995	-0.0143	+0.0300
FC(F)(F)c1cc(-c2cc3c4c(cccc4n2)-c2ccccc2-3)cc(C(F)(F)F)c1	0.8896	0.9122	0.9100	+0.0204	-0.0022
O=C(Cl)c1cccc(CCl)c1	0.8684	0.8852	0.8889	+0.0205	+0.0037
FC(F)(F)c1cc(Nc2cc(-c3ccccn3)nc(NC3CC3)n2)ccc1Cl	0.9356	0.9583	0.9559	+0.0203	-0.0024
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)C(Br)CC12	0.9041	0.8596	0.9024	-0.0018	+0.0428
Cc1nn(Cc2ccccc2C=CC(=O)O)cc1Cl	0.9343	0.9309	0.9370	+0.0026	+0.0060
COc1cc(OC)c(C=NNc2ncc(Cl)cc2Cl)c(OC)c1	0.8573	0.9200	0.8979	+0.0406	-0.0221
COc1ccc(NC(=O)CC(C)=O)cc1	0.9680	0.9655	0.9702	+0.0023	+0.0048
CC(C#N)=CN1CCCC1	0.8123	0.7292	0.7881	-0.0242	+0.0589
CC#CC#CC#CC=CCCC(=O)CC	0.7486	0.7436	0.7546	+0.0060	+0.0111
CCCN(CC(=O)O)C(=O)c1cccnc1OCC(F)(F)F	0.8801	0.8692	0.8800	-0.0001	+0.0108
O=C(CC1COc2ccccc2O1)N1CCn2c(n[nH]c2=O)C1	0.9117	0.8666	0.9045	-0.0073	+0.0379
CCCC(C)C(NCC)c1ccccc1CC	0.9080	0.9026	0.9160	+0.0080	+0.0134
Cc1ccc(S(=O)(=O)N[C@H](C(=O)OC(C)(C)C)C(C)C)cc1	0.9669	0.9682	0.9713	+0.0043	+0.0030
COc1ccc(-n2cc3c(c2-c2ccccc2)c(=O)n(-c2ccccc2)n3C)cc1	0.9463	0.9529	0.9612	+0.0149	+0.0083
CC(C#N)OC(=O)C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1	0.9145	0.9382	0.9497	+0.0353	+0.0115
COc1ccc(C=Nc2ccc(/C=C/c3ccccc3)cc2)cc1	0.9787	0.9414	0.9687	-0.0100	+0.0273
NC1(c2nc(Cc3cccc(F)c3)no2)CCC1	0.8743	0.8429	0.8618	-0.0125	+0.0190
CC(C)(C)OC(=O)N1CCCC1C(=O)NC1=NCCS1	0.9311	0.9479	0.9450	+0.0139	-0.0030
NS(=O)(=O)c1ccc(C(=O)N2CC3CN(C(=O)c4ccc(-c5ccc(Cl)cc5)cc4)CC3C2)cc1	0.8990	0.8808	0.8985	-0.0005	+0.0177
COc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1	0.9242	0.8586	0.9002	-0.0240	+0.0416
Cc1cccc(C(=O)Nc2cc(F)cc(N3CCC(N4CCCC4)CC3)c2)c1	0.9203	0.9341	0.9330	+0.0128	-0.0011
CCOC(=O)N1CCc2c(sc(NC(=O)c3ccc(C)c(C)c3)c2C(N)=O)C1	0.9598	0.9499	0.9615	+0.0017	+0.0116
CNC1CCN(C)CC1	0.9228	0.9260	0.9364	+0.0137	+0.0104
COc1cc(O)cc(Cl)c1	0.9242	0.9268	0.9334	+0.0092	+0.0065
COC1NC(=O)NC(=O)C1(Cl)Cl	0.8403	0.8367	0.8470	+0.0067	+0.0103
CCCOc1ccc(NC(=O)C2(C)CCCNC2)cc1Cl	0.8927	0.9059	0.9059	+0.0131	-0.0001
C=CC(O)CCCCCCC	0.9753	0.9750	0.9817	+0.0064	+0.0067
CCCNc1cc(C)nc2ccc(OC)cc12	0.9408	0.9405	0.9477	+0.0069	+0.0071
BrCC(Br)CCC(Br)CBr	0.9299	0.9264	0.9411	+0.0112	+0.0147
[N-]=[N+]=CC(=O)CCCC1CCCCC1	0.8177	0.8385	0.8380	+0.0203	-0.0005
CCCC1CCC(CN)(N(C)Cc2ccccc2F)CC1	0.8923	0.9488	0.9374	+0.0451	-0.0114
COC(=O)c1cc(C)sc1NC(=O)c1sc2ncn(Cc3ccccc3)c(=O)c2c1C	0.9341	0.9506	0.9558	+0.0217	+0.0052
CCC1=C(C(=O)OC)C(c2ccccc2)n2c(sc(=Cc3cc(Cl)c(OCC#N)c(Cl)c3)c2=O)=N1	0.9473	0.9402	0.9586	+0.0113	+0.0184
O=c1cnn(CCc2nc(CCl)cs2)c2ccccc12	0.9317	0.8531	0.9130	-0.0187	+0.0599
CCCCN1C(=O)NC(=O)C(C=NCCN(CC)CC)C1=O	0.8945	0.9208	0.9185	+0.0240	-0.0023
CCN1CCC(F)(C(=O)Nc2cc3cc(-c4cn(C)nn4)ccc3nn2)CC1	0.8617	0.9181	0.8992	+0.0375	-0.0189
CCC(C)Oc1cccc(C(=O)NC(=S)Nc2cccc(NC(=O)c3cc4ccccc4o3)c2)c1	0.9673	0.9561	0.9749	+0.0076	+0.0188
CCOC(=O)c1ccccc1Nc1cncc(C(=O)Nc2cccc(C)c2C)c1	0.9367	0.9384	0.9439	+0.0072	+0.0055
COc1cccc2cc(C(C)=O)oc12	0.9118	0.9102	0.9217	+0.0099	+0.0115
CNC(=O)CCCCCCNC(=O)c1ccc(Nc2c(C(C)C)cccc2C(C)C)cc1	0.8845	0.8969	0.8950	+0.0105	-0.0019
CCN(CC)C(=O)C1CCCNC1	0.9192	0.8527	0.8944	-0.0247	+0.0417
CC1CC1CN(C)C(=O)c1cc2ccccc2[nH]1	0.9225	0.9193	0.9363	+0.0138	+0.0170
CCCOc1ccc(C=C2C(=O)N(c3ccc(Cl)cc3)C(C)=C2C(=O)OC)cc1OCC	0.9492	0.9537	0.9570	+0.0077	+0.0032
COc1ccc(C=NNC(=O)c2cc(-c3ccc(Br)cc3)nc3ccccc23)cc1	0.9717	0.9718	0.9779	+0.0062	+0.0061
CC(C)(C)OC(=O)N1CC(c2ccc(Cl)c(F)c2)CC1=O	0.8908	0.9141	0.9133	+0.0225	-0.0008
O=[N+]([O-])c1ccc(OP(=O)(Oc2ccc([N+](=O)[O-])cc2)c2ccccc2)cc1	0.9047	0.8971	0.9097	+0.0050	+0.0126
CSc1cccc(N(C(=O)c2ccccc2)C(CC(C)C)C(=O)O)c1	0.9248	0.8948	0.9162	-0.0086	+0.0214
Fc1ccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)cc1F	0.9534	0.9115	0.9425	-0.0108	+0.0311
CCOc1cc(C2C(=C(O)c3ccc(Cl)c(OC)c3)C(=O)C(=O)N2c2ccc(C)c(C)c2)ccc1OC	0.9719	0.9867	0.9850	+0.0132	-0.0017
Cc1ccc(OC(C)C(=O)Nc2ccc(CSc3ccccc3)cc2C)cc1	0.9362	0.9259	0.9427	+0.0066	+0.0169
CC(O)CNCCN	0.9610	0.9486	0.9620	+0.0010	+0.0134
O=C1C=CC(=O)C2C3C=CC(C3)C12	0.6974	0.7422	0.7310	+0.0336	-0.0112
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(C=NOCC2CCCC2)cc1	0.8660	0.9222	0.9031	+0.0372	-0.0191
COc1ccc(C(=O)/C=C/c2ccc3c(c2)OCO3)c(O)c1	0.9735	0.9625	0.9723	-0.0012	+0.0098
COCC(O)c1ccc(C)cc1F	0.9239	0.9496	0.9475	+0.0236	-0.0021
COC(=O)Cc1cccc(Oc2ccc(Br)cc2CN(C(=O)OC)C(C)Cc2ccccc2)c1	0.9130	0.9056	0.9152	+0.0022	+0.0096
COC(=O)CN1C(=O)CC(=O)NC1=O	0.8445	0.8593	0.8587	+0.0142	-0.0006
COc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2N2CCC(C)CC2)cc1OC	0.9684	0.9550	0.9658	-0.0026	+0.0108
COc1ccc(NC(=O)c2ccc(Cn3nc(C(F)F)c(Cl)c3C(F)F)o2)c([N+](=O)[O-])c1	0.9266	0.9252	0.9339	+0.0073	+0.0087
O=C(O)[C@@H](O)c1ccccc1	0.9856	0.9824	0.9868	+0.0012	+0.0044
CCCCCn1c(C)nc2ccncc21	0.8698	0.9003	0.8941	+0.0243	-0.0062
COC(=O)c1c2ccc(Br)ccc-2c(C(=O)OC)c1O	0.8181	0.8330	0.8345	+0.0164	+0.0016
O=C(O)c1ccc(O)nc1	0.9025	0.9131	0.9152	+0.0127	+0.0021
c1ccc(C2=NC3(CCCCC3)N=C2c2ccc3ccc4cccnc4c3n2)cc1	0.8601	0.8312	0.8535	-0.0066	+0.0223
O=C(Sc1sc(=S)sc1SC(=O)c1ccccc1)c1ccccc1	0.7047	0.7446	0.7397	+0.0350	-0.0049
CC1CCCCC1NC(O)=Nc1ccccc1	0.8806	0.8535	0.8767	-0.0040	+0.0231
CCNc1cc(Br)ccc1CCCO	0.9293	0.9344	0.9397	+0.0104	+0.0053
CCCCCCNCCCCCC	0.9604	0.9683	0.9684	+0.0080	+0.0001
CC(NN(C)C(C)c1ccccc1)C(=O)O	0.8541	0.8151	0.8460	-0.0081	+0.0309
N=c1nc(CN2CCCC2)nc(N2CCCCC2)[nH]1	0.9682	0.9631	0.9710	+0.0028	+0.0079
c1ccc(-c2ccsc2)nc1	0.8928	0.8766	0.8982	+0.0055	+0.0216
Clc1cc(Br)ccc1NC1CCN(c2ccccc2)CC1	0.9381	0.9198	0.9434	+0.0053	+0.0236
CCCCN(CCCc1ccccc1)CC(O)C(O)C(O)C(O)CO	0.8306	0.8426	0.8409	+0.0103	-0.0017
Cc1cccc(NC(=O)Nc2ccc(N(C)C)c(C(=O)NCCc3ccccc3)c2)c1	0.9546	0.9679	0.9658	+0.0112	-0.0021
Cn1nccc1-c1cc(C(=O)O)c2cc(F)ccc2n1	0.9165	0.9346	0.9343	+0.0177	-0.0004
O=C(C=Cc1ccc(-c2ccccc2)o1)NC(=S)Nc1ccc(NC(=O)c2ccc(Cl)cc2Cl)cc1	0.9418	0.9337	0.9471	+0.0053	+0.0134
N#Cc1c2cccccc-2cc1-c1ccccc1	0.8734	0.9186	0.9051	+0.0317	-0.0135
Cc1cc2c(c(C)c1C)C=C(C(C)c1c(C)c(C)c(C)c3c1ccn3C)C2	0.7696	0.8671	0.8403	+0.0707	-0.0268
NCCC(=O)NCCc1cc(O)c(O)c(SCC(NC(=O)C(N)CCC(=O)O)C(=O)O)c1	0.9244	0.9377	0.9402	+0.0158	+0.0025
c1ccc(-c2ccc3ccccc3c2)cc1	0.9471	0.9193	0.9468	-0.0003	+0.0275
Cn1c(=O)c2ccccc2n2c(CNC3(c4ccc(F)cc4)CCOCC3)nnc12	0.9012	0.9266	0.9220	+0.0209	-0.0045
CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1	0.8564	0.8867	0.8845	+0.0281	-0.0022
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	0.9833	0.9813	0.9870	+0.0038	+0.0057
CCCCOc1ccc2c(c1)c(=O)c(C=O)cn2C	0.9099	0.9280	0.9257	+0.0158	-0.0023
C[Si](C)(C)c1ccc([Si](C)(C)C)c([Si](C)(C)C)c1	0.6451	0.7540	0.7159	+0.0708	-0.0381
