# Ensemble Comparison Report (threshold = 0.02)
# Format: SMILES	Classical	Hybrid	Ensemble	(Ensemble - Classical)	(Ensemble - Hybrid)
NCCc1ccc(NC(=S)Nc2ccc(C(N)=O)cc2)cc1Cl	0.9331	0.9537	0.9579	+0.0248	+0.0041
CC(O)=Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-]	0.8585	0.8441	0.8648	+0.0063	+0.0207
COC(=O)c1cc2c(=O)n(CCCO)ccc2nc1C	0.8835	0.9091	0.9100	+0.0265	+0.0009
COc1cccc(C=CC(=O)Nc2cccc([N+](=O)[O-])c2)c1Cl	0.9511	0.9530	0.9553	+0.0042	+0.0023
CN(Cc1cc(CNC(C)(C)C)co1)C1CCOCC1	0.8748	0.9354	0.9130	+0.0382	-0.0224
O=C1c2ccc(O)cc2OCC1c1ccccc1	0.9432	0.9338	0.9503	+0.0071	+0.0164
CCC(CCCCNC(=O)OC(C)(C)C)C(C)=O	0.9666	0.9546	0.9689	+0.0023	+0.0143
CCC(c1nc2ccccc2c(=O)n1CCOC)N(CC)C(=O)Nc1c(C(C)C)cccc1C(C)C	0.9138	0.8759	0.9058	-0.0080	+0.0299
CCOc1cccc2cc(NC(=O)c3ccccc3)c(=O)oc12	0.9138	0.8665	0.8953	-0.0185	+0.0288
COc1cc(C(=O)NC2CNCCCC2OC(=O)c2ccc(C(=O)c3cc(N(C)C)ccc3O)cc2)ccc1O	0.9373	0.9424	0.9478	+0.0105	+0.0054
CSCCC1OCC(O)CO1	0.8244	0.8762	0.8625	+0.0381	-0.0136
CCCCCNc1cc(C(=O)Nc2ccc3c(c2)OCCO3)ncn1	0.9269	0.9624	0.9533	+0.0265	-0.0091
COc1ccc(C=CC(=O)c2cnn(C)c2)cc1COc1ccc2ccccc2c1	0.9714	0.9699	0.9761	+0.0047	+0.0062
Cc1ccsc1C=NNc1ncc(C)c2sccc12	0.8237	0.9053	0.8755	+0.0519	-0.0298
CC(C)CCN1C(=O)CCc2cc(NC(=O)Nc3ccc(Cl)cc3)ccc21	0.9709	0.9809	0.9818	+0.0109	+0.0009
CCCNCCCNC1CCc2cc(Oc3ccc(C(N)=O)cn3)ccc21	0.9144	0.9141	0.9272	+0.0128	+0.0131
CCc1ccc(N=Cc2c(OS(=O)(=O)c3ccc(C)cc3)ccc3ccccc23)cc1	0.9421	0.9408	0.9506	+0.0085	+0.0098
CC(C)(C)OC(=O)N1CCC(c2cc(=O)n3[nH]c4ccc(F)cc4c3n2)CC1	0.9188	0.9467	0.9392	+0.0203	-0.0075
COc1ccc(N)cc1[N+](=O)[O-]	0.9013	0.9214	0.9224	+0.0211	+0.0010
C=CS(=O)c1ccccc1	0.7263	0.7985	0.7680	+0.0417	-0.0305
Cc1cc(C(C)(C)C)cc(C)c1CSc1ncnc2nc[nH]c12	0.9279	0.9093	0.9321	+0.0042	+0.0228
CCC(=O)Oc1ccc(OCCCCBr)c(Cl)c1	0.8449	0.8890	0.8868	+0.0418	-0.0022
CC(C)(C)OC(=O)CC(CCCC1CCCCC1)C(=O)ON=C(N)C1CCN(S(C)(=O)=O)CC1	0.9347	0.9567	0.9514	+0.0167	-0.0053
CCOc1ccc(NC(=S)NCc2ccc(OC)c(OC)c2OC)cc1	0.9643	0.9705	0.9725	+0.0082	+0.0019
CCn1c(SCC(=O)NNC(C)=O)nc2cc3ccccc3cc2c1=O	0.8728	0.8721	0.8828	+0.0100	+0.0107
O=C(O)CCCCC(=O)NC(=O)NC1CCCS(=O)(=O)C1	0.9492	0.9319	0.9480	-0.0011	+0.0161
Nc1ccc(F)cc1Cl	0.8706	0.8898	0.8928	+0.0223	+0.0030
N#Cc1ccc(O)c(O)c1	0.8898	0.9004	0.9037	+0.0138	+0.0033
CCC(C)(O)CC(=O)O	0.9632	0.9301	0.9524	-0.0108	+0.0223
CCCCCCCCCCCCCCCCC(=CC(N)=O)C(N)=O	0.8705	0.8763	0.8812	+0.0107	+0.0049
COC(=O)CC(NS(=O)(=O)c1ccc2c(c1)CCCN2C(C)=O)c1ccccc1Cl	0.9431	0.9297	0.9517	+0.0086	+0.0220
CCOC(=O)C(C(=O)OCC)C(=O)c1cc(OC)c(OC)c(OC)c1	0.8844	0.9180	0.9138	+0.0295	-0.0042
NCCc1ccc2c(c1)c1cc(Cl)cnc1n2S(=O)(=O)c1ccccc1	0.9189	0.9253	0.9309	+0.0120	+0.0056
CC(C)(C)C1(CCOC(=O)C=CCCCCC(=O)OCCC2(C(C)(C)C)CC2)CC1	0.9543	0.9199	0.9458	-0.0084	+0.0260
O=C(O)[C@H](Cc1ccccc1)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	0.9246	0.9162	0.9309	+0.0063	+0.0147
Cc1ccc(C(C)C)cc2oc(=O)c(C#N)c1-2	0.6890	0.6891	0.6962	+0.0073	+0.0071
O=C1CCCCCC1	0.8094	0.7970	0.8090	-0.0003	+0.0120
O=S(=O)(SCCCCSS(=O)(=O)c1ccccc1)c1ccccc1	0.9581	0.9717	0.9734	+0.0154	+0.0017
CC(C)CCN1C(=O)CCc2cc(NC(=O)COc3ccc4ccccc4c3)ccc21	0.9356	0.9209	0.9384	+0.0028	+0.0175
COc1ccc2c(c1)[n+](=O)c1ccc(Br)cc1n2[O-]	0.8886	0.9411	0.9270	+0.0384	-0.0141
CC(C)CCCC(C)Br	0.9777	0.9646	0.9748	-0.0029	+0.0102
O=C(C1CC1)C1CC1	0.5297	0.5413	0.5473	+0.0177	+0.0061
Cc1cccc(C(C)C(O)C#N)c1	0.9099	0.8507	0.9010	-0.0088	+0.0503
CCCCCCC=CCOc1ccc(C#Cc2ccc(OCCCCCCCC)cc2)cc1	0.9037	0.9397	0.9342	+0.0305	-0.0055
CCCCOC(=O)c1ccsc1	0.9126	0.9234	0.9305	+0.0179	+0.0070
C=CCn1c(=O)c2cnc(Nc3ccc4c(ccn4CC4(NC)CC4)c3)nc2n1-c1cccc(C(C)(C)O)n1	0.8868	0.9143	0.9080	+0.0212	-0.0064
C=CC(=O)OC(CC)CC(CCC)OC(=O)C=C	0.9006	0.9523	0.9356	+0.0350	-0.0167
Nc1c(C(=O)O)ccc2[nH]c(-c3ncc(Cl)cc3Cl)nc12	0.8845	0.8606	0.8795	-0.0049	+0.0189
N=C(O)NCCCC(N)C(=O)O	0.9621	0.9534	0.9647	+0.0026	+0.0113
Fc1cccc(CCl)c1Oc1cccnc1	0.9261	0.9272	0.9318	+0.0057	+0.0046
CCCCSC(N)=NC(=O)N(CCCC)CCCC	0.7493	0.7967	0.7816	+0.0323	-0.0151
FC(F)(F)c1ccc(S)cc1	0.8640	0.8845	0.8857	+0.0217	+0.0012
O=C(O)CCCCCC(=O)CCCCC(=O)O	0.7525	0.7763	0.7683	+0.0158	-0.0080
CC(=O)c1cc(N)ccc1S(=O)(=O)Nc1nc(C)cc(C)n1	0.8729	0.9165	0.9033	+0.0303	-0.0133
CCOC(=O)/C=C\Br	0.8427	0.8452	0.8507	+0.0081	+0.0056
C=CCC1CC2C3C(CCC)Cc4cc(OCc5ccccc5)ccc4C3CCC2(C)C1(O)CC=C	0.9045	0.9515	0.9430	+0.0385	-0.0085
Cc1cc(Nc2nc(Nc3cc(C)c(C(=O)N4CCOCC4)cc3C)ncc2Cl)c[nH]1	0.9160	0.9452	0.9424	+0.0265	-0.0027
Cc1ccc(C=CC(=O)c2ccc(O)c(CN3CCOCC3)c2)o1	0.9129	0.9363	0.9355	+0.0227	-0.0008
CN(C)C1C=CN(C(=O)C(F)(F)F)C=C1	0.7758	0.7817	0.7891	+0.0133	+0.0074
COCCCn1c(C2CCCN(C(=O)O)C2C(C)(C)C)nc2c(Cl)cccc21	0.9024	0.8895	0.9143	+0.0119	+0.0248
CCn1cnnc1CCNc1nc(C)nc2onc(C)c12	0.9062	0.9507	0.9387	+0.0325	-0.0120
CC(C)CCC(=O)N1CCN(S(=O)(=O)c2ccccc2C#N)CC1	0.9483	0.9289	0.9492	+0.0010	+0.0204
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)c3ccccc3)CC[C@@H]12	0.9278	0.9287	0.9357	+0.0079	+0.0071
CCC1CN(C(=O)C(C)Sc2nnnn2C2CC2)CC1N1CCOCC1	0.8915	0.9112	0.9154	+0.0240	+0.0042
O=C=Nc1ccc([N+](=O)[O-])cc1	0.8178	0.8863	0.8650	+0.0472	-0.0213
Cc1ccc(-c2nc(N)n(C(=O)c3cccs3)n2)cc1C	0.8460	0.8616	0.8626	+0.0166	+0.0010
CCOC(=O)C=C1CCC(NC)CC1	0.9009	0.9105	0.9137	+0.0128	+0.0031
CCCCNc1nnc2ccccn12	0.8164	0.8197	0.8276	+0.0112	+0.0079
COc1cc([N+](=O)[O-])ccc1/N=N/c1cc2c(cc1OC)N(CCCCOP(OCCC#N)N(C(C)C)C(C)C)C(C)(C)CC2C	0.9679	0.9802	0.9828	+0.0148	+0.0025
C=CC(=C)CCCC(C)(C)OC(C)=O	0.8604	0.8232	0.8474	-0.0129	+0.0243
Cc1ccc(Cn2nc(C)c(C=CC(=O)Nc3cccc(OCCn4cncn4)c3)c2Cl)cc1	0.9345	0.9577	0.9507	+0.0162	-0.0070
COC(=O)c1ccc(NC(=O)C=Cc2cc3ccc(C)cc3o2)cc1	0.9405	0.9362	0.9446	+0.0041	+0.0084
CC1CC(C)CN(C(=O)CN2C(=O)C(=O)N(C)C2=O)C1	0.9530	0.9381	0.9662	+0.0132	+0.0281
COc1ccccc1Nc1ncccc1C(=O)N1CCN(CCN2CCCC2)CC1	0.9071	0.9045	0.9113	+0.0042	+0.0067
CCOC(=O)c1c[nH]c2c(=O)[nH]c3ccc(-c4ccccc4Cl)cc3c12	0.8568	0.8932	0.8865	+0.0296	-0.0067
C=CCN(Cn1nnc2ccccc21)C(=O)C1N(CCCCCCO)C(=O)C2C(C(=O)OCC)C3CCC21O3	0.8646	0.9500	0.9237	+0.0591	-0.0263
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21	0.8314	0.8913	0.8731	+0.0417	-0.0182
CC1CCCC(C)(C)C1=O	0.8011	0.7649	0.7923	-0.0087	+0.0274
CC(C)=CC=CC(C)=CC#N	0.8890	0.8579	0.8961	+0.0070	+0.0382
Cc1cc(C#N)ccc1S(=O)(=O)N1CCN(C(=O)c2cccc3cccnc23)C(C)C1	0.8893	0.9449	0.9267	+0.0374	-0.0182
O=C1c2ccccc2C(=O)C1[N+](=O)[O-]	0.5265	0.5403	0.5409	+0.0144	+0.0005
Clc1ccc(OCCBr)c(Cl)c1	0.9693	0.9672	0.9776	+0.0082	+0.0104
CNCc1csc(CN2CCCCCC2)c1	0.8857	0.9459	0.9234	+0.0377	-0.0225
COC(=O)c1ccc(Cn2cnc3c2c(=O)n(CC(C)C)c(=O)n3-c2ccc(C)cc2)cc1	0.9607	0.9684	0.9710	+0.0103	+0.0026
C=C(C)[C@@H]1CC=C(C=O)CC1	0.8543	0.8386	0.8633	+0.0090	+0.0247
CN1CCNCC1c1ncccc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)cc1	0.9389	0.9053	0.9296	-0.0092	+0.0243
OC(=Nc1ccc(Cl)c(Cl)c1)C1CCCCC1	0.8256	0.8189	0.8324	+0.0068	+0.0135
CCC1OC1CCCCC(O)CCC=CC=CC=CC=CC(=O)O	0.9132	0.9081	0.9202	+0.0070	+0.0121
CCCCS(=O)(=O)NC1CCCN(C2C=C(C(=O)O)CC(CC(=N)N)C2NC(C)=O)C1	0.9444	0.9242	0.9452	+0.0008	+0.0210
CC1CN(CCC2(O)CCC(NC(=O)c3cc4c(OCC5CCOC5)cccc4[nH]3)CC2)CCC1O	0.9212	0.9182	0.9366	+0.0153	+0.0184
Cc1nc2ccccc2c(=O)n1-c1ccc(Cl)c(NC(=O)CC(C)C)c1	0.9337	0.9341	0.9426	+0.0089	+0.0085
CC(O)=Nc1cccc([N+](=O)[O-])c1	0.9019	0.9308	0.9246	+0.0227	-0.0062
CC1SCCN(C(=O)C(=O)NC2CNC2)C1C	0.9428	0.9166	0.9394	-0.0033	+0.0228
COc1cc(C=O)cc(OC)c1OC	0.9485	0.9540	0.9615	+0.0131	+0.0075
Cc1ccc(NC(=O)CC2CC3CCC2C3)cc1S(=O)(=O)N1CCOCC1	0.9430	0.9545	0.9587	+0.0157	+0.0042
CCCCN1c2cc(O[Si](C)(C)C(C)(C)C)ccc2C(CO)=CC1(C)C	0.9660	0.9654	0.9711	+0.0051	+0.0058
Cc1c(-c2ccnc(Nc3cccc(S(=O)(=O)N4CCCCC4)c3)n2)c(C)n2c1C(=O)NCC2	0.8807	0.8825	0.8894	+0.0087	+0.0069
CC(O)=NNc1ccccc1	0.8543	0.8476	0.8584	+0.0041	+0.0108
CC(=O)c1cc(F)cc(F)c1	0.8914	0.8823	0.8973	+0.0059	+0.0150
CC=CC=CC(=O)NC1CCCCC1N	0.9355	0.9486	0.9508	+0.0153	+0.0022
Cc1ccc(C(=O)/C=C/c2ccccn2)cn1	0.9390	0.9262	0.9404	+0.0013	+0.0141
CCN1CCCC(C)(C(=O)NCCCc2nc3ccccc3n2C)C1	0.9629	0.9524	0.9652	+0.0023	+0.0128
O=[N+]([O-])c1ccc(/C=C\c2ccc([N+](=O)[O-])cc2)cc1	0.8946	0.8965	0.9058	+0.0112	+0.0092
Cc1nc2c(ccc3ccccc32)c2c1CCS2	0.8517	0.8832	0.8784	+0.0266	-0.0048
Cc1cc(N2CCN(c3ccccc3)CC2)nc(Nc2ccccc2)n1	0.9779	0.9721	0.9787	+0.0008	+0.0066
CC(NCCNCCc1ccccc1)c1cccc2ccccc12	0.9349	0.9420	0.9442	+0.0092	+0.0021
COP(=O)(OC)O/C(C)=C/C(=O)N(C)C	0.9290	0.9296	0.9448	+0.0158	+0.0151
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl	0.7335	0.7353	0.7574	+0.0239	+0.0221
O=C1NN2CC=CN=C2O1	0.5945	0.6584	0.6385	+0.0440	-0.0199
COc1cc(C=NNC(=O)Cn2nc([N+](=O)[O-])cc2C)ccc1OC(=O)c1ccccc1	0.9572	0.9697	0.9676	+0.0104	-0.0021
CSCS(=O)(=O)c1ccc(C)cc1	0.9568	0.9408	0.9569	+0.0000	+0.0161
COc1ccc(Cl)c(C)cc1=O	0.9475	0.9246	0.9446	-0.0029	+0.0200
CCC1(c2nc3cc(Br)ccc3n2C(C)C)CCNC1	0.9270	0.9555	0.9529	+0.0259	-0.0026
CCC(C)C(N=C(O)OCc1ccccc1)C1=NC(C(=N)O)CS1	0.8949	0.9465	0.9292	+0.0342	-0.0173
C=CC(=O)OCCO[Si](OC)(OC)OC	0.8011	0.8102	0.8112	+0.0101	+0.0010
Cc1cc(Br)ccc1N	0.9156	0.9359	0.9329	+0.0173	-0.0030
C=CCNC(=O)C(=O)C(CC1CCC1)NC(=O)C1C2C(CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C2(C)C	0.9409	0.9740	0.9645	+0.0236	-0.0095
O=C(CSc1ncccn1)NN=Cc1cccc2ccccc12	0.9234	0.9209	0.9315	+0.0081	+0.0106
Cc1cc(C(=O)O)ccc1NS(=O)(=O)c1cccc2cccnc12	0.9344	0.9237	0.9336	-0.0008	+0.0099
COC(=O)c1ccc(C=C2Oc3c(ccc(OCC(=O)c4ccc(OC)cc4)c3C)C2=O)cc1	0.9661	0.9737	0.9751	+0.0091	+0.0014
C=CC(=O)N(CCCCCC)CC(=O)OCCC	0.9575	0.9600	0.9683	+0.0109	+0.0083
CS(=O)(=O)N1CCCC(NC(=O)C2=CCCC2)C1	0.9034	0.9120	0.9157	+0.0123	+0.0038
Cc1ccc(-c2ccc(C(=O)NC(=S)Nc3cc(-c4cc5ccccc5oc4=O)ccc3C)o2)cc1C	0.9335	0.9660	0.9625	+0.0290	-0.0035
Cc1cc(N)ccc1Nc1ncnc2c1ccn2C1CCN(C(=O)OC(C)(C)C)CC1	0.9356	0.9591	0.9585	+0.0228	-0.0006
CC(=CC(=O)NCCS(=O)(=O)O)CCCCCC(C)O	0.8343	0.8923	0.8693	+0.0350	-0.0230
COCCNc1ccnc(C(=O)Nc2ccc(F)cc2F)c1	0.9498	0.9013	0.9372	-0.0126	+0.0360
CC(C)(C)OC(=O)COc1cccc2c1CCCC2NS(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1	0.9212	0.9471	0.9435	+0.0223	-0.0036
CC(C)(C)N=C=NC(=O)N=C=NC(C)(C)C	0.5436	0.5205	0.5434	-0.0002	+0.0229
CC(C)(C)c1cc(NC(=O)Nc2ccc(C#Cc3ccc(OCCCN4CCOCC4)cc3Cl)cc2)no1	0.9542	0.9398	0.9547	+0.0005	+0.0148
CC(C)Oc1cccc(C=NNC(=O)c2cccn(C(C)C)c2=O)c1	0.8886	0.9211	0.9105	+0.0220	-0.0106
Cc1ccc(SC(=S)N(C)c2ccccc2)cc1	0.8598	0.8895	0.8874	+0.0277	-0.0021
Cc1cc(O)ccc1C(=O)Nc1cnn(CC(=O)O)c1	0.8674	0.9293	0.9210	+0.0536	-0.0083
CCOc1cccc(NC2CCCCC2C(C)C)c1	0.9341	0.9358	0.9428	+0.0087	+0.0070
CCC=CCC=CCC=CCCCCCCC1SC(=O)NC1=O	0.7781	0.8385	0.8115	+0.0334	-0.0271
CS(=O)(=O)SCc1nc(N2CCCCC2)[nH]c(=N)n1	0.9570	0.9577	0.9650	+0.0080	+0.0073
COc1ccc(N2C(=O)CCC(C(=O)N(C)Cc3ccccc3)C2c2ccc(OC)c(OC)c2)cc1	0.8824	0.9091	0.9050	+0.0227	-0.0040
Cc1c(C(=O)Oc2ccc(Br)c3cccnc23)oc2c1C(=NNC(=O)C(F)(F)C(F)(F)C(F)(F)F)CCC2	0.8450	0.8081	0.8463	+0.0013	+0.0381
O=C(O)C(CO)N=C(O)CCl	0.8916	0.8907	0.8948	+0.0032	+0.0041
[O-][N+](=Nc1ccc2ccccc2c1)c1ccc2ccccc2c1	0.8098	0.9028	0.8859	+0.0760	-0.0170
O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1	0.9584	0.9567	0.9625	+0.0041	+0.0059
C#CC1(O)CCC2C3CCC4=CC(=NOCC(=O)NC(CCCC(=N)N)C(=O)OC)CCC4(C)C3CCC21C	0.9169	0.9441	0.9446	+0.0278	+0.0005
C=C1COCC2(C)CC(=O)C=C12	0.7514	0.7641	0.7703	+0.0189	+0.0062
COc1ccc(NS(=O)c2ccc(Cl)cc2)cc1	0.9071	0.8913	0.9092	+0.0021	+0.0179
COc1ccc(C)cc1C=CC(=O)Oc1ccc(C#N)cc1OC	0.9256	0.9251	0.9356	+0.0100	+0.0105
CC(C)(C)c1ccc(C(=O)Nc2cn3nc(-c4cnco4)ccc3n2)cc1	0.9052	0.8990	0.9068	+0.0017	+0.0079
CCOC1CCN(C(=O)c2n[nH]c(C3CC3)n2)CC1	0.9290	0.8864	0.9289	-0.0001	+0.0425
C=C(CC1CC(C(=O)O)N(C(=O)O)C1=O)C(C)C(C)(C)C	0.8479	0.8953	0.8771	+0.0292	-0.0183
CC(C)(C)c1cc(C=C2C(=O)Nc3ccc(S(=O)(=O)Nc4ccc(C(F)(F)F)cc4)cc32)ccc1O	0.9366	0.9425	0.9469	+0.0103	+0.0044
CC(=O)C1=CCCCC1	0.8728	0.8592	0.8777	+0.0049	+0.0185
O=S(=O)(O)c1ccc2ncccc2c1	0.9372	0.8972	0.9256	-0.0116	+0.0284
FC(F)(F)C(F)(F)C(F)(F)I	0.9024	0.8694	0.9021	-0.0003	+0.0326
Cn1cc(-c2c(CN)nn3c2CCC3)c2ccccc21	0.9211	0.8995	0.9148	-0.0064	+0.0153
CC1CN(C)CCC1=O	0.9101	0.8712	0.9112	+0.0011	+0.0401
COc1cc(F)c(F)cc1Nc1ncn(-c2ccccc2)n1	0.8997	0.9162	0.9122	+0.0124	-0.0040
N#CC1=C(C#N)C(C#N)(C#N)C1	0.5651	0.6406	0.6371	+0.0720	-0.0035
CCCCOc1ccc(Br)cc1C(=O)Nc1cccc(C(=O)N(CC)c2ccccc2)c1	0.9624	0.9549	0.9694	+0.0070	+0.0145
Cn1cc(-c2cnc3ccc(-c4cncc(NS(=O)(=O)c5ccc(Oc6cccnc6)cc5)c4)cc3n2)cn1	0.9464	0.9171	0.9389	-0.0075	+0.0218
CCCC=C(C)CCC=C(C)C	0.9459	0.9230	0.9497	+0.0039	+0.0267
N=C(O)c1ccc(F)c(C(F)(F)F)c1	0.9457	0.9443	0.9479	+0.0021	+0.0036
O=Cc1ccc(Cl)cc1Sc1ncco1	0.8448	0.7308	0.8440	-0.0009	+0.1132
CCN(CC(N)=O)CC1=C(C(=O)O)N2C(=O)C(C(C)O)C2S1	0.9289	0.9605	0.9566	+0.0277	-0.0039
CC(=O)N1N=C(c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2)CC1c1ccc(F)cc1	0.9437	0.9447	0.9505	+0.0069	+0.0058
CCc1cccc(CC)c1N=C=S	0.9304	0.9460	0.9470	+0.0166	+0.0010
Cc1c(-c2ccc3ccccc3n2)c(=O)n(-c2ccccc2)n1C	0.8465	0.9055	0.8885	+0.0420	-0.0170
CCOC(=O)CCc1oc2ccccc2c1C	0.8693	0.9355	0.9213	+0.0520	-0.0141
CCC(=O)N1N=C(c2c(-c3ccc(Cl)cc3)c3ccccc3[nH]c2=O)CC1c1cc(OC)ccc1OC	0.9188	0.9624	0.9512	+0.0324	-0.0112
Cc1c(Cc2ccccc2)nc2ncn(C)c(=O)c2c1C(=O)c1ccccc1	0.9463	0.9427	0.9529	+0.0067	+0.0102
CCOC(=O)C=CC1CCCCC1O[Si](C)(C)C(C)(C)C	0.8915	0.8530	0.8836	-0.0079	+0.0306
Cc1nn(C)c(C)c1C=NNc1cc(C)c2ccccc2n1	0.8965	0.9127	0.9126	+0.0161	-0.0002
Cc1nc(C(=O)Nc2c(C(=O)Nc3cccc(Cl)c3)oc3ccccc23)c(-c2ccccc2)s1	0.8897	0.9220	0.9165	+0.0268	-0.0055
CNC(=O)NC(=O)C(C)NC(C)CCOC	0.9012	0.9398	0.9320	+0.0308	-0.0078
CC(C)(C#N)Oc1cc(Cl)cc(Br)c1	0.8668	0.8262	0.8618	-0.0050	+0.0356
CCOC(=O)C1=C(C)N=c2sc(=Cc3cc(Br)c(OC)c(Br)c3)c(=O)n2C1c1ccc(C)cc1	0.9553	0.9306	0.9488	-0.0065	+0.0182
CNC(=O)C(=O)N1CCCC(O)C1	0.9284	0.9344	0.9452	+0.0168	+0.0108
Nc1cccc2c(S(=O)(=O)O)cccc12	0.9450	0.9520	0.9535	+0.0085	+0.0015
CNC(C)(C)Cc1ccccc1	0.9090	0.8945	0.9110	+0.0020	+0.0165
O=C1CCC(=O)N1C1CCC(Nc2nc(-c3cccnc3)nc3ccccc23)CC1	0.7392	0.7452	0.7465	+0.0073	+0.0013
CC(C)C(C)C(NN)c1cscc1Br	0.8818	0.8442	0.8799	-0.0019	+0.0357
CCOc1cc(C=NNC(=O)C(=O)Nc2ccccc2CC)ccc1OCC(=O)Nc1cc(Cl)cc(Cl)c1	0.9713	0.9718	0.9748	+0.0034	+0.0029
Cc1cccc2c1C(C)CCC2	0.8466	0.9211	0.9023	+0.0557	-0.0188
COc1c(OCc2ccccc2)ccc(C(=O)O)c1[N+](=O)[O-]	0.8909	0.9057	0.9041	+0.0132	-0.0016
CCNc1cnccc1C(=O)NC(C)c1ccsc1	0.8193	0.8598	0.8455	+0.0262	-0.0143
CC(=O)c1c(F)cccc1F	0.9182	0.9018	0.9224	+0.0042	+0.0205
O=C(c1csc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)c2ccco2)CC1	0.9277	0.9645	0.9564	+0.0287	-0.0081
CC1=C(C)CN(C=CC(=O)O)CC1	0.8847	0.9089	0.9043	+0.0196	-0.0045
C=CCOC(=O)C1=C(C[C]2[CH][CH][CH][CH]2)SC2C(C(C)O)C(=O)N12	0.8315	0.8503	0.8561	+0.0246	+0.0059
O=C(O)c1cc(=O)oc2ccccc12	0.8988	0.9217	0.9208	+0.0220	-0.0009
CCCCCCCCN(CCCCCCCC)CCCCCCCC	0.9440	0.9754	0.9643	+0.0203	-0.0111
COC(=O)C1OC(NC(S)=Nc2ccccc2N)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O	0.8848	0.9416	0.9319	+0.0470	-0.0097
CCCOC(=O)CCNC(=O)c1cc(C)nc2ccc(Br)cc12	0.9147	0.9544	0.9548	+0.0402	+0.0004
Cc1nc(N2CCCC(C)C2)c2cnn(-c3ccc(F)cc3)c2n1	0.9107	0.9345	0.9303	+0.0196	-0.0042
Cc1noc(C)c1C#CC1OC(n2cnc3c(NC4CCCC4)ncnc32)C2OC(C)(C)OC12	0.9468	0.9505	0.9571	+0.0102	+0.0066
CC1=C(CCN2C(=O)C=CC2=O)C(=O)NC1=O	0.8765	0.8340	0.8664	-0.0102	+0.0324
NC(=O)CN(CC(=O)O)C(=O)NN1CCOCC1	0.9343	0.9281	0.9368	+0.0025	+0.0087
Cc1nc2cc(NC(=O)c3ccn4c(C)nnc4c3)ccc2s1	0.9382	0.9552	0.9532	+0.0151	-0.0020
CC12CCC(=O)C=C1CCCC2=O	0.9806	0.9810	0.9835	+0.0029	+0.0025
COc1ccc2nc3ccccc3nc2c1N	0.8104	0.8452	0.8382	+0.0278	-0.0069
Cc1ccc(C(C)C)c(OCCO)c1	0.9640	0.9657	0.9701	+0.0061	+0.0044
CN1C(C)(C)CCCC1(C)C	0.8356	0.8839	0.8745	+0.0390	-0.0093
Nc1nc(Nc2ccc(Br)cc2)nc2c1CNC2	0.7439	0.8658	0.8241	+0.0802	-0.0417
CC12CCC(C(c3ccccc3)(c3ccccc3)OC1=O)C2(C)C	0.7676	0.6615	0.7335	-0.0341	+0.0720
C=C(C)c1c(O)c2c(c(O)c1OC)C1(C)CCC(C)C(=C)C1CC2=O	0.7774	0.8581	0.8265	+0.0491	-0.0315
CCOc1ccc(Br)cc1C=NNC(=O)c1ccc(OCc2cccc(OC)c2)cc1	0.9724	0.9686	0.9737	+0.0014	+0.0051
CCCNCc1ccccc1CN	0.9462	0.9588	0.9620	+0.0158	+0.0032
CNC(CC(=O)N(C(=O)C1CCCN1)C(C=O)CCCN=C(N)N)C1CCCCC1	0.9049	0.8956	0.9084	+0.0035	+0.0128
COc1cc(C=Nn2c(=O)[nH]c3ccccc3c2=O)cc([N+](=O)[O-])c1OCc1ccccc1Cl	0.9472	0.9425	0.9536	+0.0064	+0.0111
Cc1cnc(F)cc1I	0.7391	0.7892	0.7746	+0.0355	-0.0146
Nc1ccc(-c2nc3c(c(=O)[nH]2)CN(Cc2c[nH]c4ccc(Cl)cc24)CC3)cc1	0.9596	0.9430	0.9585	-0.0011	+0.0155
Cc1ccc(CN)c(C)c1	0.9301	0.9452	0.9466	+0.0165	+0.0014
CCc1ccc2oc(-c3cc(NC(=S)NC(=O)C=Cc4ccc(-c5ccc(C)c(Cl)c5)o4)ccc3Cl)nc2c1	0.9558	0.9531	0.9612	+0.0054	+0.0081
CC(=O)c1ccccc1OC(=O)c1cccn1C	0.8671	0.9327	0.9100	+0.0429	-0.0227
COCC(CO)NC(=O)c1ccc2ccccc2n1	0.8827	0.9220	0.9112	+0.0285	-0.0107
C=C1C(=O)OC2(CCCCC2)C1O	0.8965	0.8943	0.9053	+0.0088	+0.0111
C=C(CN1CC(CC)CC1=O)C(=O)O	0.9129	0.9022	0.9152	+0.0023	+0.0130
C=C(C)OCc1ccccc1	0.8325	0.8156	0.8355	+0.0030	+0.0198
